,drawing_id,drawingdate,tickets_id,shares,total_shares,fraction,participation_state
20,polishMiniLotto_3892,2020-06-28 19:50:00,5ef7a59598953a002c5cef6a,1.0,1.0,1.0,FINISHED
21,polishMiniLotto_3892,2020-06-28 19:50:00,5ef89a4dde17d9002c03161a,1.0,1.0,1.0,FINISHED
22,polishMiniLotto_3892,2020-06-28 19:50:00,5555f5f0e4b069896c0a0f19,1.0,1.0,1.0,FINISHED
23,polishMiniLotto_3892,2020-06-28 19:50:00,5ef60d10b9cdfe002c449e8d,1.0,1.0,1.0,FINISHED
24,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8baa7223ea4002c610b1e,1.0,1.0,1.0,FINISHED
25,polishMiniLotto_3892,2020-06-28 19:50:00,569e22b1e4b01bff382a2088,1.0,1.0,1.0,FINISHED
26,polishMiniLotto_3892,2020-06-28 19:50:00,5edec53c40fb69002cacf161,1.0,1.0,1.0,FINISHED
27,polishMiniLotto_3892,2020-06-28 19:50:00,5ef5e926376890002d2f6ca9,1.0,1.0,1.0,FINISHED
28,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8e79d98953a002c5e111b,1.0,1.0,1.0,FINISHED
29,polishMiniLotto_3892,2020-06-28 19:50:00,5edcbbc7aa7b8b002c6c81f3,1.0,1.0,1.0,FINISHED
30,polishMiniLotto_3892,2020-06-28 19:50:00,5ef83141de17d9002c02a33a,1.0,1.0,1.0,FINISHED
31,polishMiniLotto_3892,2020-06-28 19:50:00,5ef7c0a5b9cdfe002c473ac5,1.0,1.0,1.0,FINISHED
32,polishMiniLotto_3892,2020-06-28 19:50:00,5e7cc7f56fcd79002cd6c26e,1.0,1.0,1.0,FINISHED
33,polishMiniLotto_3892,2020-06-28 19:50:00,5ef85f73ff8c96002c89d168,1.0,1.0,1.0,FINISHED
34,polishMiniLotto_3892,2020-06-28 19:50:00,5ef7cd8af5328c002de924d6,1.0,1.0,1.0,FINISHED
35,polishMiniLotto_3892,2020-06-28 19:50:00,5ee5d306227100002c669410,1.0,1.0,1.0,FINISHED
36,polishMiniLotto_3892,2020-06-28 19:50:00,5897a197457dbd49ee015294,1.0,1.0,1.0,FINISHED
37,polishMiniLotto_3892,2020-06-28 19:50:00,5ee5c02ee15de5002cd60ed7,1.0,1.0,1.0,FINISHED
38,polishMiniLotto_3892,2020-06-28 19:50:00,5ef874a33c2bf6002c7a2ced,1.0,1.0,1.0,FINISHED
39,polishMiniLotto_3892,2020-06-28 19:50:00,5eefc6a47928a9002ccca3b5,1.0,1.0,1.0,FINISHED
40,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8655ca05b6f002c4dcbca,1.0,1.0,1.0,FINISHED
41,polishMiniLotto_3892,2020-06-28 19:50:00,5d96a39722bdc3002c8f069f,1.0,1.0,1.0,FINISHED
42,polishMiniLotto_3892,2020-06-28 19:50:00,5d96a8da22bdc3002c8f0891,1.0,1.0,1.0,FINISHED
43,polishMiniLotto_3892,2020-06-28 19:50:00,5d9513914bb8b0002c7ef494,1.0,1.0,1.0,FINISHED
44,polishMiniLotto_3892,2020-06-28 19:50:00,5d950653abd376002cd38784,1.0,1.0,1.0,FINISHED
45,polishMiniLotto_3892,2020-06-28 19:50:00,5d9512cc4bb8b0002c7ef2c2,1.0,1.0,1.0,FINISHED
46,polishMiniLotto_3892,2020-06-28 19:50:00,5d98128959d57e002cb15a00,1.0,1.0,1.0,FINISHED
47,polishMiniLotto_3892,2020-06-28 19:50:00,55f697a5e4b0928b602a69fd,1.0,1.0,1.0,FINISHED
48,polishMiniLotto_3892,2020-06-28 19:50:00,5ed637045c039d002c50087a,1.0,1.0,1.0,FINISHED
49,polishMiniLotto_3892,2020-06-28 19:50:00,5bba5c052763ab5d3e415e6a,1.0,1.0,1.0,FINISHED
50,polishMiniLotto_3892,2020-06-28 19:50:00,5ec2f3479093a7002c04f54c,1.0,1.0,1.0,FINISHED
51,polishMiniLotto_3892,2020-06-28 19:50:00,5ef0ee3e2239bc002c91e52b,1.0,1.0,1.0,FINISHED
52,polishMiniLotto_3892,2020-06-28 19:50:00,5ef11d05e036e7002cd38054,1.0,1.0,1.0,FINISHED
53,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8b50e98953a002c5dde46,1.0,1.0,1.0,FINISHED
54,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8d8ae376890002d33429e,1.0,1.0,1.0,FINISHED
55,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8ef58b8b7d8002df3ab8f,1.0,1.0,1.0,FINISHED
56,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8e06c98953a002c5e08de,1.0,1.0,1.0,FINISHED
57,polishMiniLotto_3892,2020-06-28 19:50:00,5ef86827376890002d32be0b,1.0,1.0,1.0,FINISHED
58,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8c01bb16f67002c5dfa9b,1.0,1.0,1.0,FINISHED
59,polishMiniLotto_3892,2020-06-28 19:50:00,5ef71b0db8b7d8002df185a6,1.0,1.0,1.0,FINISHED
60,polishMiniLotto_3892,2020-06-28 19:50:00,5ef6fd3fff8c96002c883b93,1.0,1.0,1.0,FINISHED
61,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8b61e3ea002002cd2e539,1.0,1.0,1.0,FINISHED
62,polishMiniLotto_3892,2020-06-28 19:50:00,5eefc61ae17d45002d5f8e3b,1.0,1.0,1.0,FINISHED
63,polishMiniLotto_3892,2020-06-28 19:50:00,5cbc149da8d8a5000cb80cbd,1.0,1.0,1.0,FINISHED
64,polishMiniLotto_3892,2020-06-28 19:50:00,5ee47d95dc43c4002c0fb5f4,1.0,1.0,1.0,FINISHED
65,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8c7bcd3cf7b002c8d202d,1.0,1.0,1.0,FINISHED
66,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8874afd324f002ca906e8,1.0,1.0,1.0,FINISHED
67,polishMiniLotto_3892,2020-06-28 19:50:00,5ef89f16311e0b002cfc8c20,1.0,1.0,1.0,FINISHED
68,polishMiniLotto_3892,2020-06-28 19:50:00,5eefd10390563e002c2562f7,1.0,1.0,1.0,FINISHED
69,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8d77d1a6404002dfaab92,1.0,1.0,1.0,FINISHED
70,polishMiniLotto_3892,2020-06-28 19:50:00,5ef89f6868f302002cde3e2c,1.0,1.0,1.0,FINISHED
71,polishMiniLotto_3892,2020-06-28 19:50:00,5ef854ebd3cf7b002c8ca6ca,1.0,1.0,1.0,FINISHED
72,polishMiniLotto_3892,2020-06-28 19:50:00,5ef847eeb9cdfe002c478897,1.0,1.0,1.0,FINISHED
73,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8e258d3cf7b002c8d4124,1.0,1.0,1.0,FINISHED
74,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8e1efd3cf7b002c8d409f,1.0,1.0,1.0,FINISHED
75,polishMiniLotto_3892,2020-06-28 19:50:00,5ef885a179d335002c2b04a3,1.0,1.0,1.0,FINISHED
76,polishMiniLotto_3892,2020-06-28 19:50:00,5e357e17ed8912002c3d4dd3,1.0,1.0,1.0,FINISHED
77,polishMiniLotto_3892,2020-06-28 19:50:00,5ef859d3eb1858002c13b359,1.0,1.0,1.0,FINISHED
78,polishMiniLotto_3892,2020-06-28 19:50:00,5ed10493a6dd42002cada7ab,1.0,1.0,1.0,FINISHED
79,polishMiniLotto_3892,2020-06-28 19:50:00,5ef85da0867202002cd42d73,1.0,1.0,1.0,FINISHED
80,polishMiniLotto_3892,2020-06-28 19:50:00,5ee7993e43a476002cfb3c3c,1.0,1.0,1.0,FINISHED
81,polishMiniLotto_3892,2020-06-28 19:50:00,5eeb6f44c718ea002c86f7c7,1.0,1.0,1.0,FINISHED
82,polishMiniLotto_3892,2020-06-28 19:50:00,5ef2934c39d797002c29c601,1.0,1.0,1.0,FINISHED
83,polishMiniLotto_3892,2020-06-28 19:50:00,5ef843d4a42719002d706a48,1.0,1.0,1.0,FINISHED
84,polishMiniLotto_3892,2020-06-28 19:50:00,5eb994304fbff3002d9f7a37,1.0,1.0,1.0,FINISHED
85,polishMiniLotto_3892,2020-06-28 19:50:00,5a59e1fdeab100511bf56bae,1.0,1.0,1.0,FINISHED
86,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8820028be7f002ce18b0f,1.0,1.0,1.0,FINISHED
87,polishMiniLotto_3892,2020-06-28 19:50:00,5cbc9e0848e115000ce3b851,1.0,1.0,1.0,FINISHED
88,polishMiniLotto_3892,2020-06-28 19:50:00,5ef0712674b9ff002ca9a7b9,1.0,1.0,1.0,FINISHED
89,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8d35998953a002c5dff1c,1.0,1.0,1.0,FINISHED
90,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8c23728be7f002ce1d0e4,1.0,1.0,1.0,FINISHED
91,polishMiniLotto_3892,2020-06-28 19:50:00,5ed8896b8e6d84002c382d9e,1.0,1.0,1.0,FINISHED
92,polishMiniLotto_3892,2020-06-28 19:50:00,5ef091b173c522002cc5ff30,1.0,1.0,1.0,FINISHED
93,polishMiniLotto_3892,2020-06-28 19:50:00,5ef89bfa1aa8bb002cc18672,1.0,1.0,1.0,FINISHED
94,polishMiniLotto_3892,2020-06-28 19:50:00,5ef88f8489dd2a002c129244,1.0,1.0,1.0,FINISHED
95,polishMiniLotto_3892,2020-06-28 19:50:00,5ef84bb898953a002c5d62bb,1.0,1.0,1.0,FINISHED
96,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8956d311e0b002cfc802b,1.0,1.0,1.0,FINISHED
97,polishMiniLotto_3892,2020-06-28 19:50:00,5ef898d8311e0b002cfc8396,1.0,1.0,1.0,FINISHED
98,polishMiniLotto_3892,2020-06-28 19:50:00,5ef2a1f1182f6e002c498bc2,1.0,1.0,1.0,FINISHED
99,polishMiniLotto_3892,2020-06-28 19:50:00,5ef7971ea42719002d6fec7e,1.0,1.0,1.0,FINISHED
100,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8ccbbd3cf7b002c8d274a,1.0,1.0,1.0,FINISHED
101,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8e3ded3cf7b002c8d42a8,1.0,1.0,1.0,FINISHED
102,polishMiniLotto_3892,2020-06-28 19:50:00,5ef1e365f74c34002cad1818,1.0,1.0,1.0,FINISHED
103,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8ba01f5328c002de9e414,1.0,1.0,1.0,FINISHED
104,polishMiniLotto_3892,2020-06-28 19:50:00,5e5aeb6ffa87e1002c872f4e,1.0,1.0,1.0,FINISHED
105,polishMiniLotto_3892,2020-06-28 19:50:00,5ef5acff792b2f002c5b6a5f,1.0,1.0,1.0,FINISHED
106,polishMiniLotto_3892,2020-06-28 19:50:00,5ef07d5d9ca63e002c32810d,1.0,1.0,1.0,FINISHED
107,polishMiniLotto_3892,2020-06-28 19:50:00,5ed20e5c86e562002cb01daa,1.0,1.0,1.0,FINISHED
108,polishMiniLotto_3892,2020-06-28 19:50:00,5ef048bce901da002c187a47,1.0,1.0,1.0,FINISHED
109,polishMiniLotto_3892,2020-06-28 19:50:00,5ee76198f61dc6002c5060dd,1.0,1.0,1.0,FINISHED
110,polishMiniLotto_3892,2020-06-28 19:50:00,5ed0eda0a6dd42002cad7a1b,1.0,1.0,1.0,FINISHED
111,polishMiniLotto_3892,2020-06-28 19:50:00,5ef6fe6b1a6404002df87bd3,1.0,1.0,1.0,FINISHED
112,polishMiniLotto_3892,2020-06-28 19:50:00,5ef119082239bc002c921848,1.0,1.0,1.0,FINISHED
113,polishMiniLotto_3892,2020-06-28 19:50:00,5ef301d31b4b8b002c5e2124,1.0,1.0,1.0,FINISHED
114,polishMiniLotto_3892,2020-06-28 19:50:00,5ef028686a0057002d33c040,1.0,1.0,1.0,FINISHED
115,polishMiniLotto_3892,2020-06-28 19:50:00,5ef7b638f5328c002de91050,1.0,1.0,1.0,FINISHED
116,polishMiniLotto_3892,2020-06-28 19:50:00,5ef0adb373c522002cc61fe2,1.0,1.0,1.0,FINISHED
117,polishMiniLotto_3892,2020-06-28 19:50:00,5ef1272cd4d042002c7eb59a,1.0,1.0,1.0,FINISHED
118,polishMiniLotto_3892,2020-06-28 19:50:00,5ef875c93ea002002cd29f79,1.0,1.0,1.0,FINISHED
119,polishMiniLotto_3892,2020-06-28 19:50:00,5eef60260ebc66002c6d154e,1.0,1.0,1.0,FINISHED
120,polishMiniLotto_3892,2020-06-28 19:50:00,5e96271c10f97e002c0c4cc9,1.0,1.0,1.0,FINISHED
121,polishMiniLotto_3892,2020-06-28 19:50:00,5edf97b86d60b1002d9dd735,1.0,1.0,1.0,FINISHED
122,polishMiniLotto_3892,2020-06-28 19:50:00,5ea6cc16a46f4f002cb3843b,1.0,1.0,1.0,FINISHED
123,polishMiniLotto_3892,2020-06-28 19:50:00,5ef0f5cd0a84b9002cd22250,1.0,1.0,1.0,FINISHED
124,polishMiniLotto_3892,2020-06-28 19:50:00,5ee6f9a5d2bce9002c37e7d5,1.0,1.0,1.0,FINISHED
125,polishMiniLotto_3892,2020-06-28 19:50:00,57c94b3ce4b08f65dcc64670,1.0,1.0,1.0,FINISHED
126,polishMiniLotto_3892,2020-06-28 19:50:00,5ef2408df03046002c620464,1.0,1.0,1.0,FINISHED
127,polishMiniLotto_3892,2020-06-28 19:50:00,5ef80e02fd324f002ca8a5af,1.0,1.0,1.0,FINISHED
128,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8a72de12e15002c6cf269,1.0,1.0,1.0,FINISHED
129,polishMiniLotto_3892,2020-06-28 19:50:00,5ee08ed5a9ed7c002d7d7884,1.0,1.0,1.0,FINISHED
130,polishMiniLotto_3892,2020-06-28 19:50:00,5ef890cfeaf7fe002c78272f,1.0,1.0,1.0,FINISHED
131,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8d2a3311e0b002cfcc56e,1.0,1.0,1.0,FINISHED
132,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8612789dd2a002c125c04,1.0,1.0,1.0,FINISHED
133,polishMiniLotto_3892,2020-06-28 19:50:00,5ef22ed6134b1f002c3068a5,1.0,1.0,1.0,FINISHED
134,polishMiniLotto_3892,2020-06-28 19:50:00,5ef856b1a05b6f002c4dba03,1.0,1.0,1.0,FINISHED
135,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8543bb546c5002c35e393,1.0,1.0,1.0,FINISHED
136,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8a21b31e0e4002c74a92c,1.0,1.0,1.0,FINISHED
137,polishMiniLotto_3892,2020-06-28 19:50:00,57bd62fde4b01eeecb07a498,1.0,1.0,1.0,FINISHED
138,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8389a3c2bf6002c79efa1,1.0,1.0,1.0,FINISHED
139,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8389a3c2bf6002c79efa3,1.0,1.0,1.0,FINISHED
140,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8a44f3ea002002cd2d50f,1.0,1.0,1.0,FINISHED
141,polishMiniLotto_3892,2020-06-28 19:50:00,5ec44986346994002cee6364,1.0,1.0,1.0,FINISHED
142,polishMiniLotto_3892,2020-06-28 19:50:00,5ef7a0ccb16f67002c5cf548,1.0,1.0,1.0,FINISHED
143,polishMiniLotto_3892,2020-06-28 19:50:00,5ef82a527c61e1002c1e24dd,1.0,1.0,1.0,FINISHED
144,polishMiniLotto_3892,2020-06-28 19:50:00,5ed0395e34c059002cb5aa9e,1.0,1.0,1.0,FINISHED
145,polishMiniLotto_3892,2020-06-28 19:50:00,5edfefc71fb3fc002c9291e1,1.0,1.0,1.0,FINISHED
146,polishMiniLotto_3892,2020-06-28 19:50:00,5ef0d672d63649002c0f482a,1.0,1.0,1.0,FINISHED
147,polishMiniLotto_3892,2020-06-28 19:50:00,5ef7ae60223ea4002c602ae5,1.0,1.0,1.0,FINISHED
148,polishMiniLotto_3892,2020-06-28 19:50:00,5ee7b4dc4b2691002c8953f9,1.0,1.0,1.0,FINISHED
149,polishMiniLotto_3892,2020-06-28 19:50:00,5edc775cd16266002cf39772,1.0,1.0,1.0,FINISHED
150,polishMiniLotto_3892,2020-06-28 19:50:00,5eb3a797c37366002c5d6e61,1.0,1.0,1.0,FINISHED
151,polishMiniLotto_3892,2020-06-28 19:50:00,5ef074a0ff164b002cfb0ced,1.0,1.0,1.0,FINISHED
152,polishMiniLotto_3892,2020-06-28 19:50:00,573b1b34e4b058e593a2a9ea,1.0,1.0,1.0,FINISHED
153,polishMiniLotto_3892,2020-06-28 19:50:00,55680608e4b04a98de08dc1e,1.0,1.0,1.0,FINISHED
154,polishMiniLotto_3892,2020-06-28 19:50:00,5ef84067de17d9002c02af07,1.0,1.0,1.0,FINISHED
155,polishMiniLotto_3892,2020-06-28 19:50:00,5ef05cdf151e0f002c23beec,1.0,1.0,1.0,FINISHED
156,polishMiniLotto_3892,2020-06-28 19:50:00,5b2df612eb8ebf1f06d430a6,1.0,1.0,1.0,FINISHED
157,polishMiniLotto_3892,2020-06-28 19:50:00,5ef4e6331d700c002c540c27,1.0,1.0,1.0,FINISHED
158,polishMiniLotto_3892,2020-06-28 19:50:00,5ef1d52a1b734f002c6d245e,1.0,1.0,1.0,FINISHED
159,polishMiniLotto_3892,2020-06-28 19:50:00,5ee26b46e32c88002cc6a3b7,1.0,1.0,1.0,FINISHED
160,polishMiniLotto_3892,2020-06-28 19:50:00,5ef7155d311e0b002cfab9ba,1.0,1.0,1.0,FINISHED
161,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8bfb7b16f67002c5dfa18,1.0,1.0,1.0,FINISHED
162,polishMiniLotto_3892,2020-06-28 19:50:00,5ef87b7079d335002c2af862,1.0,1.0,1.0,FINISHED
163,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8678431e0e4002c746571,1.0,1.0,1.0,FINISHED
164,polishMiniLotto_3892,2020-06-28 19:50:00,5ef04e56cc7af3002cbd3163,1.0,1.0,1.0,FINISHED
165,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8ca0179d335002c2b4e18,1.0,1.0,1.0,FINISHED
166,polishMiniLotto_3892,2020-06-28 19:50:00,5ef87d9c3c2bf6002c7a3674,1.0,1.0,1.0,FINISHED
167,polishMiniLotto_3892,2020-06-28 19:50:00,5ef87000b8b7d8002df3181f,1.0,1.0,1.0,FINISHED
168,polishMiniLotto_3892,2020-06-28 19:50:00,5ef89738d3cf7b002c8cec2f,1.0,1.0,1.0,FINISHED
169,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8978ed3cf7b002c8cec94,1.0,1.0,1.0,FINISHED
170,polishMiniLotto_3892,2020-06-28 19:50:00,5ef76a53d3cf7b002c8bbdad,1.0,1.0,1.0,FINISHED
171,polishMiniLotto_3892,2020-06-28 19:50:00,5ee265bd06cdf3002c0640be,1.0,1.0,1.0,FINISHED
172,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8def289dd2a002c12e551,1.0,1.0,1.0,FINISHED
173,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8c0d7e12e15002c6d1108,1.0,1.0,1.0,FINISHED
174,polishMiniLotto_3892,2020-06-28 19:50:00,5ef7dcf2baa67b002cafdd4b,1.0,1.0,1.0,FINISHED
175,polishMiniLotto_3892,2020-06-28 19:50:00,5ef84c5231e0e4002c744a6e,1.0,1.0,1.0,FINISHED
176,polishMiniLotto_3892,2020-06-28 19:50:00,5ef09da0da0dc6002c8f7a3a,1.0,1.0,1.0,FINISHED
177,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8cf531a6404002dfaa3be,1.0,1.0,1.0,FINISHED
178,polishMiniLotto_3892,2020-06-28 19:50:00,5ee4bb8b59feea002decbaa6,1.0,1.0,1.0,FINISHED
179,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8a62298953a002c5dce21,1.0,1.0,1.0,FINISHED
180,polishMiniLotto_3892,2020-06-28 19:50:00,5ef066f475708a002d8e39aa,1.0,1.0,1.0,FINISHED
181,polishMiniLotto_3892,2020-06-28 19:50:00,5ef870e43ea002002cd29983,1.0,1.0,1.0,FINISHED
182,polishMiniLotto_3892,2020-06-28 19:50:00,5e7d383a251715002cc0c1d2,1.0,1.0,1.0,FINISHED
183,polishMiniLotto_3892,2020-06-28 19:50:00,5e4ec6bfffad56002c4ac0dd,1.0,1.0,1.0,FINISHED
184,polishMiniLotto_3892,2020-06-28 19:50:00,5e50be13a1db15002c07ccd6,1.0,1.0,1.0,FINISHED
185,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8d7297c61e1002c1edf03,1.0,1.0,1.0,FINISHED
186,polishMiniLotto_3892,2020-06-28 19:50:00,5ef7b039376890002d323539,1.0,1.0,1.0,FINISHED
187,polishMiniLotto_3892,2020-06-28 19:50:00,5ed9ee2677d10f002cf5334f,1.0,1.0,1.0,FINISHED
188,polishMiniLotto_3892,2020-06-28 19:50:00,5ef85f5d3c2bf6002c7a1771,1.0,1.0,1.0,FINISHED
189,polishMiniLotto_3892,2020-06-28 19:50:00,5b6ed0619abd3c0f137dc614,1.0,1.0,1.0,FINISHED
190,polishMiniLotto_3892,2020-06-28 19:50:00,55ca15fce4b0ead3f941f07c,1.0,1.0,1.0,FINISHED
191,polishMiniLotto_3892,2020-06-28 19:50:00,5ee6e5282c5f6d002cb0677e,1.0,1.0,1.0,FINISHED
192,polishMiniLotto_3892,2020-06-28 19:50:00,5ee6ec602c5f6d002cb06b3f,1.0,1.0,1.0,FINISHED
193,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8cd78b9cdfe002c482843,1.0,1.0,1.0,FINISHED
194,polishMiniLotto_3892,2020-06-28 19:50:00,5cc9d81683bbff000c4b53b0,1.0,1.0,1.0,FINISHED
195,polishMiniLotto_3892,2020-06-28 19:50:00,5eefe8f07928a9002cccbbe0,1.0,1.0,1.0,FINISHED
196,polishMiniLotto_3892,2020-06-28 19:50:00,5ec98d7ff29be9002c08ca85,1.0,1.0,1.0,FINISHED
197,polishMiniLotto_3892,2020-06-28 19:50:00,5ee7f0a138c2fe002d13aabe,1.0,1.0,1.0,FINISHED
198,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8dc9deaf7fe002c787ee6,1.0,1.0,1.0,FINISHED
199,polishMiniLotto_3892,2020-06-28 19:50:00,5ecde20a002845002cb1206b,1.0,1.0,1.0,FINISHED
200,polishMiniLotto_3892,2020-06-28 19:50:00,5ef1a1eeb17679002c538ba3,1.0,1.0,1.0,FINISHED
201,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8b3aa223ea4002c610374,1.0,1.0,1.0,FINISHED
202,polishMiniLotto_3892,2020-06-28 19:50:00,5ef806da7c61e1002c1e1507,1.0,1.0,1.0,FINISHED
203,polishMiniLotto_3892,2020-06-28 19:50:00,5bf19a594a80181747118878,1.0,1.0,1.0,FINISHED
204,polishMiniLotto_3892,2020-06-28 19:50:00,5ef61d17a05b6f002c4ad9ef,1.0,1.0,1.0,FINISHED
205,polishMiniLotto_3892,2020-06-28 19:50:00,5ef84d0079d335002c2abf6d,1.0,1.0,1.0,FINISHED
206,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8c781223ea4002c611c35,1.0,1.0,1.0,FINISHED
207,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8d9c9a42719002d710e77,1.0,1.0,1.0,FINISHED
208,polishMiniLotto_3892,2020-06-28 19:50:00,5ef4b4fd9bb41b002c5e1b5f,1.0,1.0,1.0,FINISHED
209,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8757028be7f002ce17cfd,1.0,1.0,1.0,FINISHED
210,polishMiniLotto_3892,2020-06-28 19:50:00,5ef874ba28be7f002ce17c11,1.0,1.0,1.0,FINISHED
211,polishMiniLotto_3892,2020-06-28 19:50:00,5ef245b579158d002cc9c1c4,1.0,1.0,1.0,FINISHED
212,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8c74379d335002c2b4a11,1.0,77.0,0.01299,FINISHED
213,polishMiniLotto_3892,2020-06-28 19:50:00,55bcc77ae4b0ee7bb99afbb1,1.0,1.0,1.0,FINISHED
214,polishMiniLotto_3892,2020-06-28 19:50:00,5ee38c29f24eb1002ccc05ed,1.0,1.0,1.0,FINISHED
215,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8e0cce12e15002c6d373a,1.0,1.0,1.0,FINISHED
216,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8285498953a002c5d44d1,1.0,1.0,1.0,FINISHED
217,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8283498953a002c5d44b5,1.0,1.0,1.0,FINISHED
218,polishMiniLotto_3892,2020-06-28 19:50:00,5ef76535baa67b002caf31bd,1.0,1.0,1.0,FINISHED
219,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8345798953a002c5d4b81,1.0,1.0,1.0,FINISHED
220,polishMiniLotto_3892,2020-06-28 19:50:00,5ef8358079d335002c2aae22,1.0,1.0,1.0,FINISHED
221,polishMiniLotto_3892,2020-06-28 19:50:00,5eec6c8af4e2fc002c1ea8bc,1.0,1.0,1.0,FINISHED
